Date_Key,Region_Key,Brand_Name,Volume_Share_%,Value_Share_%,Competitor_Price,Availability_Status,Shelf_Space_Share
2023-07-01,10,V7,27.76,32.29,15.31,Yes,27.8
2023-07-01,10,Sina Cola,19.68,21.16,26.03,Yes,32.9
2023-07-01,11,Shams-Cola,17.17,14.05,26.55,Yes,9.7
2023-07-01,11,Pepsi,31.18,37.01,28.61,Yes,17.5
2023-07-01,11,Coca-Cola,2.13,1.8,25.62,Yes,34.0
2023-07-01,11,Big Cola,21.43,19.82,15.58,No,22.7
2023-07-01,11,Spiro Spathis,28.38,29.23,24.75,Yes,23.6
2023-07-01,11,V7,19.45,22.29,15.21,Yes,35.0
2023-07-01,11,Sina Cola,5.52,5.26,17.94,Yes,8.4
2023-07-01,12,Shams-Cola,17.68,16.07,17.63,Yes,35.4
2023-07-01,12,Pepsi,20.81,23.66,23.73,Yes,31.6
2023-07-01,12,Coca-Cola,25.21,29.95,27.13,Yes,25.9
2023-07-01,12,Big Cola,7.86,8.02,23.75,Yes,30.8
2023-07-01,12,Spiro Spathis,38.52,31.09,16.44,No,46.4
2023-07-01,12,V7,9.61,10.75,20.22,Yes,40.4
2023-07-01,12,Sina Cola,8.32,9.77,24.13,Yes,41.2
2023-07-01,13,Shams-Cola,24.59,20.66,20.62,Yes,37.1
2023-07-01,13,Pepsi,20.68,18.97,27.71,Yes,13.5
2023-07-01,13,Coca-Cola,12.51,13.42,25.34,Yes,29.6
2023-07-01,13,Big Cola,33.74,28.82,28.39,Yes,14.7
2023-07-01,13,Spiro Spathis,21.12,23.42,28.23,Yes,11.2
2023-07-01,13,V7,5.06,5.31,16.21,No,39.0
2023-07-01,13,Sina Cola,39.62,33.94,24.74,Yes,43.4
2023-07-01,14,Shams-Cola,28.6,29.93,18.0,Yes,48.0
2023-07-01,14,Pepsi,29.75,34.78,16.23,Yes,38.0
2023-07-01,14,Coca-Cola,7.58,6.4,12.88,Yes,43.4
2023-07-01,14,Big Cola,12.77,12.74,27.37,Yes,10.7
2023-07-01,14,Spiro Spathis,22.54,24.49,27.1,No,38.0
2023-07-01,14,V7,33.46,30.57,18.65,Yes,15.7
2023-07-01,14,Sina Cola,12.74,15.2,26.85,Yes,23.8
2023-07-01,15,Shams-Cola,15.52,13.77,23.7,Yes,41.5
2023-07-01,15,Pepsi,33.17,31.59,21.09,Yes,38.4
2023-07-01,15,Coca-Cola,7.32,8.26,17.06,Yes,7.1
2023-07-01,15,Big Cola,22.77,25.04,20.12,Yes,45.3
2023-07-01,15,Spiro Spathis,38.3,41.06,12.2,Yes,18.6
2023-07-01,15,V7,33.07,29.93,16.7,Yes,5.0
2023-07-01,15,Sina Cola,23.52,22.25,26.4,Yes,35.9
2023-07-01,16,Shams-Cola,19.29,18.88,13.48,Yes,40.1
2023-07-01,16,Pepsi,19.78,19.68,14.98,Yes,30.0
2023-07-01,16,Coca-Cola,9.76,8.44,14.33,Yes,17.6
2023-07-01,16,Big Cola,37.17,42.89,18.66,Yes,38.5
2023-07-01,16,Spiro Spathis,20.14,21.39,17.59,Yes,26.3
2023-07-01,16,V7,32.75,35.06,14.14,Yes,43.0
2023-07-01,16,Sina Cola,5.87,6.36,13.41,No,31.2
2023-07-01,17,Shams-Cola,20.88,22.59,28.3,Yes,40.7
2023-07-01,17,Pepsi,32.94,36.33,16.43,Yes,49.2
2023-07-01,17,Coca-Cola,3.44,3.26,17.95,Yes,47.2
2023-07-01,17,Big Cola,6.24,7.29,13.79,Yes,43.9
2023-07-01,17,Spiro Spathis,10.03,8.81,18.84,No,18.6
2023-07-01,17,V7,19.34,19.83,17.7,Yes,16.5
2023-07-01,17,Sina Cola,32.22,33.53,26.74,Yes,46.0
2023-07-01,18,Shams-Cola,26.57,26.45,17.52,Yes,44.8
2023-07-01,18,Pepsi,3.95,4.07,24.64,Yes,34.9
2023-07-01,18,Coca-Cola,23.85,26.03,10.23,Yes,49.3
2023-07-01,18,Big Cola,19.6,20.9,17.5,Yes,7.2
2023-07-01,18,Spiro Spathis,11.84,9.9,19.51,Yes,44.4
2023-07-01,18,V7,35.65,32.28,10.48,Yes,7.6
2023-07-01,18,Sina Cola,15.13,14.27,25.55,Yes,10.0
2023-07-01,19,Shams-Cola,25.77,24.2,26.78,Yes,8.0
2023-07-01,19,Pepsi,28.67,31.73,11.12,No,16.6
2023-07-01,19,Coca-Cola,9.88,10.28,24.32,Yes,43.6
2023-07-01,19,Big Cola,7.85,8.98,20.79,Yes,29.7
2023-07-01,19,Spiro Spathis,27.21,24.89,17.9,Yes,48.1
2023-07-01,19,V7,28.75,33.32,25.53,Yes,34.7
2023-07-01,19,Sina Cola,5.53,5.25,10.63,No,8.8
2023-07-01,20,Shams-Cola,2.5,2.07,10.63,Yes,45.3
2023-07-01,20,Pepsi,13.86,16.44,16.06,No,13.1
2023-07-01,20,Coca-Cola,19.44,17.73,13.7,Yes,45.3
2023-07-01,20,Big Cola,5.62,5.73,11.17,Yes,34.6
2023-07-01,20,Spiro Spathis,34.21,29.37,15.71,Yes,22.6
2023-07-01,20,V7,8.22,8.9,22.51,No,11.5
2023-07-01,20,Sina Cola,5.79,6.1,28.75,Yes,17.2
2023-07-01,21,Shams-Cola,5.16,5.25,18.65,Yes,16.4
2023-07-01,21,Pepsi,4.03,4.68,26.25,Yes,13.6
2023-07-01,21,Coca-Cola,14.32,12.69,16.97,Yes,48.7
2023-07-01,21,Big Cola,37.27,42.56,21.62,Yes,47.3
2023-07-01,21,Spiro Spathis,30.76,26.34,11.52,Yes,15.6
2023-07-01,21,V7,28.07,25.62,24.26,Yes,31.4
2023-07-01,21,Sina Cola,34.01,35.77,17.14,No,7.3
2023-07-01,22,Shams-Cola,32.09,29.8,29.21,Yes,22.6
2023-07-01,22,Pepsi,17.4,14.76,26.85,Yes,34.0
2023-07-01,22,Coca-Cola,21.86,22.88,26.51,Yes,20.2
2023-07-01,22,Big Cola,8.92,9.83,12.36,Yes,22.3
2023-07-01,22,Spiro Spathis,31.72,37.39,27.72,Yes,21.5
2023-07-01,22,V7,6.82,7.99,16.7,Yes,18.2
2023-07-01,22,Sina Cola,9.17,7.7,25.18,Yes,21.0
2023-07-01,23,Shams-Cola,3.71,3.18,16.32,Yes,16.0
2023-07-01,23,Pepsi,34.39,30.82,20.5,Yes,22.6
2023-07-01,23,Coca-Cola,37.32,41.31,20.25,Yes,27.5
2023-07-01,23,Big Cola,27.0,22.38,12.62,Yes,47.3
2023-07-01,23,Spiro Spathis,38.59,34.1,24.16,Yes,5.7
2023-07-01,23,V7,27.44,23.21,23.42,Yes,39.2
2023-07-01,23,Sina Cola,3.51,3.87,21.13,Yes,44.2
2023-07-01,24,Shams-Cola,26.19,27.1,22.58,Yes,19.4
2023-07-01,24,Pepsi,4.69,5.59,13.55,Yes,27.1
2023-07-01,24,Coca-Cola,23.26,24.17,19.86,Yes,43.0
2023-07-01,24,Big Cola,9.37,7.75,17.35,Yes,33.5
2023-07-01,24,Spiro Spathis,25.43,22.14,29.17,No,25.9
2023-07-01,24,V7,2.79,3.02,21.21,Yes,41.0
2023-07-01,24,Sina Cola,33.38,30.59,23.36,Yes,45.8
2023-07-01,25,Shams-Cola,6.51,5.25,22.45,No,20.8
2023-07-01,25,Pepsi,15.99,17.88,25.45,Yes,5.8
2023-07-01,25,Coca-Cola,20.69,24.81,27.15,Yes,32.1
2023-07-01,25,Big Cola,21.81,18.99,15.21,Yes,41.4
2023-07-01,25,Spiro Spathis,23.31,26.71,23.69,Yes,36.7
2023-07-01,25,V7,26.72,24.81,19.82,No,12.0
2023-07-01,25,Sina Cola,37.58,33.03,19.16,Yes,14.8
2023-07-01,26,Shams-Cola,8.66,9.62,27.82,Yes,38.8
2023-07-01,26,Pepsi,38.82,31.18,10.01,Yes,28.0
2023-07-01,26,Coca-Cola,5.63,4.78,20.2,Yes,41.3
2023-07-01,26,Big Cola,16.57,15.79,10.26,No,25.2
2023-07-01,26,Spiro Spathis,37.1,35.24,20.82,Yes,33.6
2023-07-01,26,V7,27.95,33.3,20.5,No,6.9
2023-07-01,26,Sina Cola,38.0,39.76,21.37,Yes,16.1
2023-07-01,27,Shams-Cola,19.37,20.29,15.26,Yes,35.2
2023-07-01,27,Pepsi,3.59,3.71,23.59,Yes,34.1
2023-07-01,27,Coca-Cola,39.61,34.77,12.34,Yes,5.4
2023-07-01,27,Big Cola,10.56,11.51,14.69,No,19.9
2023-07-01,27,Spiro Spathis,8.57,7.91,23.6,Yes,49.0
2023-07-01,27,V7,11.27,9.27,24.32,Yes,5.5
2023-07-01,27,Sina Cola,30.54,26.65,16.77,Yes,39.1
2023-07-01,28,Shams-Cola,24.54,23.98,20.82,No,7.4
2023-07-01,28,Pepsi,11.03,11.23,16.33,Yes,46.4
2023-07-01,28,Coca-Cola,34.95,34.43,19.09,Yes,24.4
2023-07-01,28,Big Cola,6.78,5.77,13.91,Yes,47.1
2023-07-01,28,Spiro Spathis,13.13,10.58,17.79,Yes,10.2
2023-07-01,28,V7,14.57,12.29,28.86,No,35.0
2023-07-01,28,Sina Cola,39.5,35.54,22.16,Yes,14.1
2023-07-01,29,Shams-Cola,23.77,20.96,16.29,Yes,31.7
2023-07-01,29,Pepsi,11.84,9.61,18.72,Yes,22.0
2023-07-01,29,Coca-Cola,8.63,9.15,22.0,Yes,48.2
2023-07-01,29,Big Cola,7.3,8.03,15.09,Yes,49.7
2023-07-01,29,Spiro Spathis,31.42,30.74,24.76,Yes,37.6
2023-07-01,29,V7,27.56,32.93,27.69,Yes,22.9
2023-07-01,29,Sina Cola,33.28,30.54,12.05,Yes,26.2
2023-07-01,30,Shams-Cola,14.52,16.02,21.71,No,9.9
2023-07-01,30,Pepsi,12.94,14.47,14.83,Yes,49.1
2023-07-01,30,Coca-Cola,19.0,17.99,16.26,Yes,47.6
2023-07-01,30,Big Cola,16.48,17.55,17.03,Yes,5.1
2023-07-01,30,Spiro Spathis,38.58,42.4,29.94,Yes,49.1
2023-07-01,30,V7,16.77,17.45,23.39,Yes,45.4
2023-07-01,30,Sina Cola,21.46,25.13,18.41,Yes,5.5
2023-07-01,31,Shams-Cola,34.06,31.52,27.47,Yes,23.5
2023-07-01,31,Pepsi,30.22,30.3,13.3,No,48.9
2023-07-01,31,Coca-Cola,28.84,29.88,15.35,Yes,48.7
2023-07-01,31,Big Cola,26.06,30.15,21.88,Yes,36.6
2023-07-01,31,Spiro Spathis,26.42,23.91,11.1,Yes,23.0
2023-07-01,31,V7,19.31,15.98,27.09,Yes,22.5
2023-07-01,31,Sina Cola,17.75,14.63,25.69,Yes,32.5
2023-07-01,32,Shams-Cola,31.35,36.57,16.09,Yes,35.1
2023-07-01,32,Pepsi,19.74,22.59,22.8,Yes,47.1
2023-07-01,32,Coca-Cola,31.91,34.96,12.38,No,24.7
2023-07-01,32,Big Cola,16.43,15.31,22.12,Yes,8.5
2023-07-01,32,Spiro Spathis,4.64,4.47,25.42,Yes,26.7
2023-07-01,32,V7,7.65,6.95,15.76,Yes,37.2
2023-07-01,32,Sina Cola,17.84,14.95,21.69,Yes,10.2
2023-07-01,33,Shams-Cola,35.63,31.06,24.06,Yes,24.5
2023-07-01,33,Pepsi,25.64,22.65,23.04,Yes,39.9
2023-07-01,33,Coca-Cola,7.79,7.06,22.79,Yes,7.7
2023-07-01,33,Big Cola,21.66,17.89,23.08,No,49.3
2023-07-01,33,Spiro Spathis,3.2,3.09,28.65,Yes,6.5
2023-07-01,33,V7,12.07,11.03,23.18,Yes,29.7
2023-07-01,33,Sina Cola,18.02,21.24,16.82,Yes,21.8
2023-07-01,34,Shams-Cola,8.93,7.43,12.06,Yes,21.2
2023-07-01,34,Pepsi,12.3,12.33,25.72,Yes,16.9
2023-07-01,34,Coca-Cola,35.02,34.77,10.75,Yes,49.8
2023-07-01,34,Big Cola,25.05,20.73,23.54,Yes,47.3
2023-07-01,34,Spiro Spathis,21.01,20.4,17.79,Yes,39.7
2023-07-01,34,V7,23.24,21.72,10.09,Yes,20.6
2023-07-01,34,Sina Cola,36.04,29.83,17.63,Yes,43.0
2023-07-01,35,Shams-Cola,28.62,25.67,19.24,Yes,25.0
2023-07-01,35,Pepsi,35.46,38.93,27.6,Yes,41.5
2023-07-01,35,Coca-Cola,7.98,6.95,23.55,Yes,48.0
2023-07-01,35,Big Cola,27.19,26.03,22.57,Yes,40.6
2023-07-01,35,Spiro Spathis,36.91,38.94,26.53,Yes,36.0
2023-07-01,35,V7,26.17,29.71,24.26,Yes,44.7
2023-07-01,35,Sina Cola,21.69,20.16,16.77,Yes,20.7
2023-08-01,1,Shams-Cola,12.85,10.33,24.83,Yes,17.1
2023-08-01,1,Pepsi,11.2,12.33,10.82,No,27.8
2023-08-01,1,Coca-Cola,15.06,13.73,16.64,Yes,7.4
2023-08-01,1,Big Cola,33.56,29.09,10.46,No,6.2
2023-08-01,1,Spiro Spathis,16.33,13.75,29.88,Yes,40.8
2023-08-01,1,V7,2.39,1.99,12.56,Yes,48.8
2023-08-01,1,Sina Cola,37.46,39.24,13.31,Yes,5.1
2023-08-01,2,Shams-Cola,12.47,13.55,29.7,Yes,34.0
2023-08-01,2,Pepsi,17.84,19.6,14.71,Yes,16.6
2023-08-01,2,Coca-Cola,6.95,6.2,12.28,Yes,17.9
2023-08-01,2,Big Cola,6.74,7.83,29.65,Yes,19.3
2023-08-01,2,Spiro Spathis,39.68,35.44,28.26,Yes,38.6
2023-08-01,2,V7,16.08,16.71,19.3,Yes,19.4
2023-08-01,2,Sina Cola,15.06,17.09,18.84,Yes,26.0
2023-08-01,3,Shams-Cola,28.81,33.66,25.66,Yes,16.6
2023-08-01,3,Pepsi,31.56,35.13,11.94,Yes,11.9
2023-08-01,3,Coca-Cola,11.78,12.73,16.32,Yes,16.2
2023-08-01,3,Big Cola,3.26,3.13,20.44,Yes,47.2
2023-08-01,3,Spiro Spathis,23.15,25.73,17.81,Yes,5.3
2023-08-01,3,V7,23.35,24.26,10.08,Yes,39.6
2023-08-01,3,Sina Cola,22.74,23.6,10.19,Yes,30.8
2023-08-01,4,Shams-Cola,7.49,8.76,22.78,Yes,12.3
2023-08-01,4,Pepsi,38.8,41.36,15.89,No,45.8
2023-08-01,4,Coca-Cola,3.4,2.85,14.83,Yes,26.4
2023-08-01,4,Big Cola,12.38,10.23,26.58,Yes,38.3
2023-08-01,4,Spiro Spathis,2.47,2.41,12.38,Yes,28.5
2023-08-01,4,V7,37.86,32.93,24.95,Yes,47.0
2023-08-01,4,Sina Cola,10.82,8.86,13.79,Yes,9.5
2023-08-01,5,Shams-Cola,25.05,25.78,18.38,Yes,40.4
2023-08-01,5,Pepsi,5.2,4.49,22.07,Yes,8.8
2023-08-01,5,Coca-Cola,8.45,7.83,28.88,Yes,9.6
2023-08-01,5,Big Cola,12.63,13.26,15.49,Yes,39.0
2023-08-01,5,Spiro Spathis,23.35,26.74,22.65,Yes,47.8
2023-08-01,5,V7,7.79,8.05,12.48,Yes,29.1
2023-08-01,5,Sina Cola,11.33,9.29,13.75,Yes,7.2
2023-08-01,6,Shams-Cola,9.13,9.75,19.9,Yes,26.6
2023-08-01,6,Pepsi,19.14,22.43,19.62,Yes,16.0
2023-08-01,6,Coca-Cola,37.1,36.42,22.18,Yes,29.3
2023-08-01,6,Big Cola,11.64,12.14,23.61,Yes,25.3
2023-08-01,6,Spiro Spathis,10.18,10.22,11.12,Yes,36.2
2023-08-01,6,V7,14.3,15.3,25.92,No,29.7
2023-08-01,6,Sina Cola,27.53,32.63,13.36,Yes,22.7
2023-08-01,7,Shams-Cola,25.53,27.12,15.09,Yes,12.9
2023-08-01,7,Pepsi,21.84,18.16,16.3,Yes,47.3
2023-08-01,7,Coca-Cola,26.27,29.74,21.14,Yes,35.8
2023-08-01,7,Big Cola,18.94,16.21,19.0,Yes,13.3
2023-08-01,7,Spiro Spathis,14.79,14.43,22.01,Yes,16.5
2023-08-01,7,V7,16.64,17.86,14.44,Yes,38.1
2023-08-01,7,Sina Cola,29.61,24.07,26.85,Yes,44.9
2023-08-01,8,Shams-Cola,36.27,38.27,26.52,Yes,28.1
2023-08-01,8,Pepsi,20.43,17.55,18.87,Yes,37.0
2023-08-01,8,Coca-Cola,37.55,44.74,25.0,Yes,36.1
2023-08-01,8,Big Cola,13.62,13.44,14.62,Yes,12.8
2023-08-01,8,Spiro Spathis,26.98,26.25,10.65,Yes,43.2
2023-08-01,8,V7,30.15,30.34,29.52,Yes,40.1
2023-08-01,8,Sina Cola,16.44,17.79,21.17,No,32.9
2023-08-01,9,Shams-Cola,21.69,20.79,14.42,Yes,47.4
2023-08-01,9,Pepsi,2.25,2.46,27.08,Yes,30.2
2023-08-01,9,Coca-Cola,14.62,14.62,22.95,Yes,33.3
2023-08-01,9,Big Cola,34.21,28.17,14.71,Yes,16.0
2023-08-01,9,Spiro Spathis,4.42,4.76,16.05,Yes,29.8
2023-08-01,9,V7,4.07,3.66,10.18,Yes,23.4
2023-08-01,9,Sina Cola,19.19,20.11,16.79,Yes,7.3
2023-08-01,10,Shams-Cola,36.72,31.12,14.42,Yes,19.6
2023-08-01,10,Pepsi,27.73,24.1,28.17,Yes,37.1
2023-08-01,10,Coca-Cola,38.4,33.31,27.82,Yes,41.3
2023-08-01,10,Big Cola,7.55,8.0,29.51,Yes,33.8
2023-08-01,10,Spiro Spathis,29.73,31.61,10.94,Yes,23.6
2023-08-01,10,V7,36.73,32.31,21.62,Yes,42.2
2023-08-01,10,Sina Cola,31.47,26.16,12.44,Yes,47.1
2023-08-01,11,Shams-Cola,31.41,37.19,15.03,Yes,22.8
2023-08-01,11,Pepsi,37.22,43.94,27.29,Yes,9.1
2023-08-01,11,Coca-Cola,31.32,33.56,11.95,Yes,20.0
2023-08-01,11,Big Cola,39.94,36.53,20.47,Yes,7.8
2023-08-01,11,Spiro Spathis,25.09,26.77,15.03,Yes,23.2
2023-08-01,11,V7,34.71,28.94,28.22,Yes,40.4
2023-08-01,11,Sina Cola,23.61,22.01,29.44,Yes,5.7
2023-08-01,12,Shams-Cola,31.55,29.03,29.34,Yes,8.7
2023-08-01,12,Pepsi,33.54,26.91,14.78,No,36.3
2023-08-01,12,Coca-Cola,10.21,8.21,10.78,Yes,27.5
2023-08-01,12,Big Cola,5.1,4.6,13.94,Yes,26.8
2023-08-01,12,Spiro Spathis,35.25,34.12,19.85,Yes,49.3
2023-08-01,12,V7,14.38,12.81,10.32,Yes,28.9
2023-08-01,12,Sina Cola,9.54,11.31,19.65,Yes,15.7
2023-08-01,13,Shams-Cola,13.57,13.24,17.74,Yes,45.2
2023-08-01,13,Pepsi,5.44,5.58,27.33,No,46.9
2023-08-01,13,Coca-Cola,3.17,3.17,26.61,Yes,20.6
2023-08-01,13,Big Cola,17.79,14.59,27.83,Yes,13.2
2023-08-01,13,Spiro Spathis,36.57,36.42,27.12,Yes,34.2
2023-08-01,13,V7,34.41,36.05,26.26,Yes,9.5
2023-08-01,13,Sina Cola,38.76,37.57,18.91,Yes,26.9
2023-08-01,14,Shams-Cola,11.77,13.95,26.81,Yes,13.5
2023-08-01,14,Pepsi,2.03,1.87,22.59,Yes,15.6
2023-08-01,14,Coca-Cola,15.83,18.93,24.41,Yes,27.4
2023-08-01,14,Big Cola,12.75,14.4,28.97,Yes,44.5
2023-08-01,14,Spiro Spathis,32.7,30.26,21.14,Yes,33.4
2023-08-01,14,V7,8.67,7.36,17.96,Yes,22.7
2023-08-01,14,Sina Cola,9.08,8.86,15.81,Yes,14.9
2023-08-01,15,Shams-Cola,17.0,14.79,19.71,Yes,41.4
2023-08-01,15,Pepsi,12.29,14.49,26.35,Yes,24.6
2023-08-01,15,Coca-Cola,6.33,6.54,14.35,Yes,31.2
2023-08-01,15,Big Cola,22.76,22.44,12.8,Yes,21.3
2023-08-01,15,Spiro Spathis,13.15,15.56,29.34,Yes,39.6
2023-08-01,15,V7,8.08,7.49,28.16,Yes,15.8
2023-08-01,15,Sina Cola,28.7,24.64,16.53,Yes,25.7
2023-08-01,16,Shams-Cola,5.7,6.36,12.81,Yes,29.0
2023-08-01,16,Pepsi,37.79,43.56,11.5,Yes,42.3
2023-08-01,16,Coca-Cola,28.88,23.61,10.78,No,33.6
2023-08-01,16,Big Cola,5.12,4.45,19.46,Yes,35.1
2023-08-01,16,Spiro Spathis,10.09,10.94,24.97,Yes,15.4
2023-08-01,16,V7,5.28,5.29,28.05,No,48.9
2023-08-01,16,Sina Cola,38.82,43.06,14.94,No,13.1
2023-08-01,17,Shams-Cola,30.97,26.88,12.57,Yes,22.8
2023-08-01,17,Pepsi,35.53,28.46,12.44,Yes,38.8
2023-08-01,17,Coca-Cola,29.06,28.33,24.67,Yes,45.6
2023-08-01,17,Big Cola,17.17,14.26,26.8,Yes,7.9
2023-08-01,17,Spiro Spathis,2.06,1.81,25.59,Yes,36.8
2023-08-01,17,V7,36.96,43.7,22.15,Yes,5.9
2023-08-01,17,Sina Cola,26.78,23.32,19.41,Yes,40.5
2023-08-01,18,Shams-Cola,33.42,28.65,23.13,Yes,39.5
2023-08-01,18,Pepsi,27.26,23.99,22.32,Yes,42.3
2023-08-01,18,Coca-Cola,27.77,22.72,24.24,Yes,31.5
2023-08-01,18,Big Cola,37.06,32.35,26.99,Yes,31.9
2023-08-01,18,Spiro Spathis,2.66,2.96,23.77,Yes,7.2
2023-08-01,18,V7,27.91,32.08,21.66,Yes,41.5
2023-08-01,18,Sina Cola,33.62,34.23,27.54,Yes,12.6
2023-08-01,19,Shams-Cola,8.57,8.81,15.43,Yes,32.5
2023-08-01,19,Pepsi,32.48,32.67,28.34,Yes,39.9
2023-08-01,19,Coca-Cola,21.34,21.18,22.07,Yes,45.0
2023-08-01,19,Big Cola,25.68,25.22,11.6,Yes,37.0
2023-08-01,19,Spiro Spathis,32.8,33.46,28.69,Yes,23.7
2023-08-01,19,V7,35.3,36.54,16.85,Yes,28.9
2023-08-01,19,Sina Cola,25.87,20.85,14.29,Yes,13.1
2023-08-01,20,Shams-Cola,24.82,28.02,22.18,Yes,41.2
2023-08-01,20,Pepsi,8.39,9.89,29.55,Yes,11.9
2023-08-01,20,Coca-Cola,7.33,7.91,15.92,No,20.4
2023-08-01,20,Big Cola,19.11,21.43,12.9,No,49.7
2023-08-01,20,Spiro Spathis,24.95,24.47,16.3,Yes,49.0
2023-08-01,20,V7,4.71,4.71,12.62,Yes,36.3
2023-08-01,20,Sina Cola,26.86,30.96,10.8,Yes,23.6
2023-08-01,21,Shams-Cola,8.75,8.41,26.71,Yes,19.5
2023-08-01,21,Pepsi,20.4,21.36,22.72,Yes,48.3
2023-08-01,21,Coca-Cola,32.92,28.42,24.07,Yes,19.1
2023-08-01,21,Big Cola,9.29,9.97,28.5,Yes,25.7
2023-08-01,21,Spiro Spathis,20.47,24.35,10.25,Yes,41.2
2023-08-01,21,V7,21.01,18.77,28.89,No,29.2
2023-08-01,21,Sina Cola,6.6,6.86,20.37,Yes,19.0
2023-08-01,22,Shams-Cola,25.96,20.97,26.34,Yes,36.1
2023-08-01,22,Pepsi,39.72,34.32,11.76,Yes,12.2
2023-08-01,22,Coca-Cola,27.76,24.21,10.58,Yes,14.4
2023-08-01,22,Big Cola,11.17,10.15,16.54,Yes,49.0
2023-08-01,22,Spiro Spathis,39.97,44.37,11.09,Yes,32.5
2023-08-01,22,V7,38.52,41.18,13.33,Yes,24.3
2023-08-01,22,Sina Cola,7.72,6.52,23.63,No,12.0
2023-08-01,23,Shams-Cola,18.67,18.67,29.81,Yes,27.7
2023-08-01,23,Pepsi,26.49,28.63,13.24,Yes,19.6
2023-08-01,23,Coca-Cola,23.72,27.71,15.93,Yes,10.6
2023-08-01,23,Big Cola,27.93,25.7,17.51,Yes,36.9
2023-08-01,23,Spiro Spathis,39.43,36.51,14.26,Yes,14.1
2023-08-01,23,V7,5.78,4.97,27.25,Yes,5.1
2023-08-01,23,Sina Cola,19.57,20.28,24.77,Yes,28.8
2023-08-01,24,Shams-Cola,21.76,22.81,28.94,Yes,11.5
2023-08-01,24,Pepsi,21.71,24.85,19.13,Yes,45.0
2023-08-01,24,Coca-Cola,2.25,1.82,10.23,Yes,40.7
2023-08-01,24,Big Cola,33.46,35.17,18.49,Yes,13.0
2023-08-01,24,Spiro Spathis,21.95,20.92,24.11,Yes,36.6
2023-08-01,24,V7,28.53,30.7,10.96,Yes,37.2
2023-08-01,24,Sina Cola,31.01,36.11,10.27,Yes,23.0
2023-08-01,25,Shams-Cola,7.21,6.17,12.23,Yes,27.5
2023-08-01,25,Pepsi,17.52,15.58,15.29,Yes,25.5
2023-08-01,25,Coca-Cola,19.51,16.42,23.1,Yes,9.7
2023-08-01,25,Big Cola,38.54,35.98,24.08,Yes,49.8
2023-08-01,25,Spiro Spathis,14.33,12.63,12.03,Yes,11.1
2023-08-01,25,V7,37.49,35.66,25.25,Yes,36.7
2023-08-01,25,Sina Cola,15.46,17.44,11.43,Yes,45.1
2023-08-01,26,Shams-Cola,35.35,38.78,12.06,Yes,40.8
2023-08-01,26,Pepsi,26.93,31.57,25.6,Yes,13.6
2023-08-01,26,Coca-Cola,21.35,21.36,29.43,Yes,12.1
2023-08-01,26,Big Cola,32.68,28.88,25.6,Yes,29.0
2023-08-01,26,Spiro Spathis,3.35,3.15,12.8,Yes,16.8
2023-08-01,26,V7,27.65,28.22,23.46,Yes,45.2
2023-08-01,26,Sina Cola,7.53,8.03,21.76,Yes,47.5
2023-08-01,27,Shams-Cola,21.68,23.26,12.46,Yes,14.5
2023-08-01,27,Pepsi,25.91,28.23,15.91,Yes,34.4
2023-08-01,27,Coca-Cola,9.42,10.05,27.67,Yes,48.3
2023-08-01,27,Big Cola,23.04,19.67,21.16,Yes,35.9
2023-08-01,27,Spiro Spathis,28.4,31.59,15.56,Yes,30.2
2023-08-01,27,V7,19.82,22.56,17.86,Yes,34.7
2023-08-01,27,Sina Cola,11.93,13.64,26.92,Yes,8.1
2023-08-01,28,Shams-Cola,2.02,1.81,19.95,Yes,28.6
2023-08-01,28,Pepsi,19.98,22.14,18.25,Yes,9.7
2023-08-01,28,Coca-Cola,20.39,21.91,28.86,Yes,37.3
2023-08-01,28,Big Cola,3.54,3.9,16.94,Yes,19.9
2023-08-01,28,Spiro Spathis,20.78,19.81,23.37,No,20.0
2023-08-01,28,V7,13.18,11.15,11.52,Yes,38.7
2023-08-01,28,Sina Cola,14.71,12.42,22.93,Yes,35.6
2023-08-01,29,Shams-Cola,8.85,8.98,26.1,Yes,46.1
2023-08-01,29,Pepsi,33.95,36.92,28.15,Yes,36.5
2023-08-01,29,Coca-Cola,10.67,12.61,23.58,Yes,22.0
2023-08-01,29,Big Cola,20.48,18.37,21.35,Yes,6.9
2023-08-01,29,Spiro Spathis,39.31,45.37,28.72,Yes,30.7
2023-08-01,29,V7,14.58,14.24,13.03,Yes,31.2
2023-08-01,29,Sina Cola,11.95,9.98,13.43,Yes,32.4
2023-08-01,30,Shams-Cola,31.82,32.02,12.25,No,27.1
2023-08-01,30,Pepsi,13.27,12.77,15.57,Yes,41.7
2023-08-01,30,Coca-Cola,4.09,3.31,27.96,Yes,42.1
2023-08-01,30,Big Cola,35.52,31.88,21.32,Yes,41.4
2023-08-01,30,Spiro Spathis,24.8,22.98,12.47,Yes,9.6
2023-08-01,30,V7,38.69,36.5,13.32,Yes,11.6
2023-08-01,30,Sina Cola,17.88,17.17,29.38,Yes,15.2
2023-08-01,31,Shams-Cola,8.96,8.68,10.78,Yes,30.6
2023-08-01,31,Pepsi,24.13,25.26,23.84,Yes,30.2
2023-08-01,31,Coca-Cola,14.08,16.61,16.86,No,35.0
2023-08-01,31,Big Cola,21.68,23.98,18.48,Yes,19.1
2023-08-01,31,Spiro Spathis,31.32,35.77,13.71,Yes,30.1
